bird,song
bmor display and soundfiles done,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bmor display and soundfiles done/bmor H4,bmor feb 12.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp A,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp A2,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp B,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp B2,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp B3,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp B4, bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp BABBLE,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp C,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp C2,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp C3,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp D,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp D2,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp E,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp E2,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp E3,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp E4,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp E5,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp F,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp F2,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp F3,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G10,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G2,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G3,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G4,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G5,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G6,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G7,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G8,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp G9,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp H,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp H2,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp I,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp J,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp K1,bomp_060930.wav"
bomp rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/bomp rep and soundfiles/bomp L,bomp_060930.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom A2,boom 060609a.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom B10,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom B5,boom 060609a.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom C10,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom C2,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom C4,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom C5,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom C6,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom C9,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom D,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom D10,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom D11,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom D2,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom D3,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom D6,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom D7,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom D8,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom D9,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom E,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom E10,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom E11,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom E12,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom E13,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom E14,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom F,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom F2,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom F3,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom F5,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom G2,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom G3,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom G4,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom G5,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom G6,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom G7,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom G9,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom H,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom H2,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom H3,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom H4,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom H5,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom I,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom I2,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom I3,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom I4,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom I5,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom J,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom J2,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom J3,boom 060609b.wav"
boom rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/boom rep and soundfiles/boom J4,boom 060609b.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim A,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim A11,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim A2,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim A6,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim A7,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim B2,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim B3,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim B4,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim C,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim C2,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim C4,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim C5,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim C7,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim C8,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim C9,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim D,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim D4,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim D5,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim D6,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim E1,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim E2,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim F3,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim F5,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim F6,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim G,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim G3,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim G5,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim G6,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim H,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim H2,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim H3,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim H8,caim 070413.wav"
caim rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/caim rep and soundfiles/caim H9,caim 070413.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym A2,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym A3,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym A5,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym A7,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym A8,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym B,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym B10,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym B11,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym B12,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym B2,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym B3,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym B4,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym B6,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym B7,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym C,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym C12,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym C13,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym C16,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym C17,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym C7,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym C8,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym C9,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym D10,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym D12,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym D3,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym D4,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym D5,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym D6,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym E,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym F2,ccym_060531_0737.wav"
